"","Com.ES","ES.var","Qval","Qpval","tau2","Zval","Pval","FDR","AveFC","propDataset"
"FGD5",0.55017869555582,0.0128157012222968,2.82733872006424,0.243249075137018,0.0116395218880865,4.85995874106461,1.17410219324654e-06,9.66942806268634e-06,1.75197885261421,1
"ZNF595",0.451653304037786,0.00811332114436541,1.31644940342855,0.517769714738031,0,5.01424855790504,5.32411253972853e-07,4.85059928072643e-06,1.12035066177368,1
"PLEKHG4B",0.399797326401784,0.00809500108696421,0.174668859473243,0.916370582809851,0,4.44356389938681,8.84808615975174e-06,5.75797106922773e-05,1.10790015773375,1
"AMZ1",0.867415276170499,0.056092082883747,11.310311683144,0.0034994276879984,0.133998553724936,3.66248861004257,0.000249776861812157,0.00105750720727151,1.342820506288,1
"LCN6",0.542087002033744,0.00895737179578424,2.13733837086102,0.34346530203154,0.00193759499623533,5.7276793038039,1.01813801833828e-08,1.48265713219951e-07,1.2686432612388,1
"KIAA1958",-0.952732506537321,0.0323523502606731,6.47761315831289,0.0392106620084646,0.064847006533418,-5.29685476802042,1.17814323408183e-07,1.28450216329176e-06,-1.13454059900834,1
"NKX2-3",-0.609444913758596,0.00817813936532492,0.476499241011124,0.788005964094102,0,-6.73918228123949,1.59281476896922e-11,4.96120959129579e-10,-2.44892483298386,1
"DNAAF4",-0.841388447206035,0.00830554319332834,1.21261398989602,0.545361176331663,0,-9.23235560604823,0,0,-1.12634493671864,1
"SPRED1",0.675470670747608,0.0145437686853498,3.12386839193184,0.209730019677753,0.0159671107685113,5.6010315266531,2.13079973665486e-08,2.84438349461703e-07,1.41853475544104,1
"ZNF114",-0.716461290463622,0.0155135358853622,3.29638780110319,0.192397083276384,0.0184701056306192,-5.75224444878473,8.80663320046438e-09,1.29816888601127e-07,-1.03345967640943,1
"IFNLR1",0.774119249295356,0.102677257780922,20.9866724199593,2.77205592195769e-05,0.272063234556259,2.41585428678851,0.0156983421449843,0.0367252019655652,1.05154625809577,1
"FAM171B",1.2200566968909,0.019582897561713,3.90503170074524,0.141916581195227,0.0283546701580082,8.71849528566441,0,0,2.58243447163004,1
"GIMAP7",0.520870576768164,0.00813871275010201,1.0480220998365,0.592140672465308,0,5.7736700986457,7.75632291727391e-09,1.16801569385436e-07,1.09867035104786,1
"CLEC4C",0.801440234807356,0.0719889367007621,14.6334082329438,0.000664348221175412,0.181006984929595,2.9870209052742,0.00281710457941942,0.00856768901610616,1.70994216401302,1
"TCTEX1D1",0.546138435486252,0.00963477803085721,2.25411119436413,0.323985798097774,0.0035847966237941,5.56393291524857,2.63761377183869e-08,3.44829560108453e-07,1.06741273507612,1
"CREG2",1.10876155199912,0.0494211934032062,9.74920878448096,0.00763811531892352,0.113746325371562,4.98748432219716,6.11705819109076e-07,5.47717182134705e-06,1.86464860101839,1
"FAM171A1",0.977082706566859,0.00840109816476969,0.128799458823156,0.937630126273135,0,10.6601495419595,0,0,2.60840535772363,1
"AOC1",-0.681867841124604,0.00821155241987035,0.19239911574703,0.908282743009329,0,-7.52467199505125,5.28466159721575e-14,3.14426580010669e-12,-1.49314142844508,1
"BEND6",-0.691604490343593,0.00822625463145015,1.95300955424103,0.3766251899739,0,-7.62529640929019,2.44249065417534e-14,1.56158711692605e-12,-1.68564594898501,1
"PXDC1",0.633789078177894,0.00818703156658707,0.513395089475635,0.773602158428421,0,7.00457062418526,2.47735165714857e-12,9.68159654323184e-11,1.10566352940207,1
"HOXA11-AS",-0.574913625430005,0.00816000856126331,0.00904999482609943,0.99548522496319,0,-6.36439746857729,1.96057836632235e-10,4.50068517257967e-09,-1.69833226833889,1
"THSD7A",0.66875991453985,0.0377831770001716,7.70789955369446,0.0211958519995398,0.0810882223461988,3.44049552426234,0.000580650040427955,0.00219619502836489,2.18472165885429,1
"MAPK15",-0.604947193304692,0.00817495208911414,0.787604079740083,0.674487564671293,0,-6.69075085242099,2.22029061802687e-11,6.67496739668313e-10,-1.19458872020156,1
"TTTY10",0.749161404328534,0.00824849648462506,0.0197849129987816,0.990156312899535,0,8.24874728175484,2.22044604925031e-16,2.1869893283731e-14,1.61438257387079,1
"NR5A2",0.857350874004196,0.00832124189554873,1.6485489523924,0.438553057751658,0,9.39862931946581,0,0,1.91494371235947,1
"SLC41A1",0.718104294403789,0.017915765685014,3.75005713248516,0.153350586132316,0.0249228082776146,5.36500136749551,8.09486060404652e-08,9.23308161386432e-07,1.04651845908782,1
"NAALADL2",-0.757573714635946,0.00825942333846196,0.971864693193173,0.615123421098812,0,-8.33585275021575,0,0,-1.47285101568909,1
"MPV17L",-0.569741541944152,0.00815739617336675,0.456486597393415,0.795930587401699,0,-6.30815141521283,2.82387890848668e-10,6.24731906874077e-09,-1.28152236537339,1
"COL6A5",-0.691006441194804,0.00822076882758296,0.745879630571715,0.688706681211401,0,-7.62124420429677,2.50910403565285e-14,1.59717072173413e-12,-1.69493646456709,1
"MAMDC2",-0.552275048277211,0.00815044156970151,0.682916232383111,0.710733235211143,0,-6.11737146753281,9.51314360619904e-10,1.85333510025236e-08,-1.67214984840502,1
"FUT6",-0.679906620311542,0.00821241867025147,0.380064730685777,0.826932369560559,0,-7.50263345226409,6.26165785888588e-14,3.63650145852508e-12,-1.18481584342566,1
"DPY19L2",-0.617237651903792,0.0101795620066762,2.34240760149631,0.309993546101168,0.0048506241582339,-6.11769560729696,9.49381906423241e-10,1.85262919008455e-08,-1.32179309479355,1
"CLEC9A",0.905658702437329,0.00834961670220749,0.104895525462216,0.948903887908717,0,9.91131536399339,0,0,2.19338156261397,1
"KCTD1",-1.03448726440016,0.00844549962642146,1.0927441324814,0.579046747549589,0,-11.256735845429,0,0,-1.45554860000034,1
